Variety,Freq,M%,Phase_Corr,Permittivity_real,Permittivity_imaginary,d(cm),Type
OKLAHOMA,15.0,12.925778,-864.00867,2.5690901,0.2861623,7.7,15.737999929794523
NEBRASKA SETTLER,8.0,14.954822,-539.7576,2.951832,0.47834203,7.7,17.078772725687102
KANSAS,15.0,21.750668,-584.3283,2.7075272,0.59554136,4.4,16.21301534650456
NEBRASKA OVERLAND,6.0,20.95229,-277.27866,3.723964,0.83312804,4.4,17.420924666307858
KANSAS,6.0,19.996845,-261.0549,3.3950896,0.6268426,4.4,16.21301534650456
NEBRASKA OVERLAND,14.0,15.88739,-811.94037,2.670892,0.4424311,7.7,17.420924666307858
KANSAS,11.0,15.211267,-645.3958,2.555449,0.33722767,7.7,16.21301534650456
NEBRASKA SETTLER,14.0,15.766764,-852.0683,2.8075774,0.45898348,7.7,17.078772725687102
KANSAS,16.0,12.981134,-898.11914,2.5637267,0.30255106,7.7,16.21301534650456
KANSAS,9.0,16.126936,-550.3273,2.793961,0.44106275,7.7,16.21301534650456
NEBRASKA SETTLER,13.0,15.290809,-839.46454,2.9637897,0.4830884,7.7,17.078772725687102
OKLAHOMA,14.0,23.845478,-520.0978,2.8562632,0.6908376,4.4,15.737999929794523
NEBRASKA OVERLAND,7.0,21.17519,-284.71042,3.2449007,0.6672541,4.4,17.420924666307858
KANSAS,7.0,20.215748,-304.806,3.5787723,0.7693243,4.4,16.21301534650456
NEBRASKA OVERLAND,9.0,21.445911,-349.2498,3.067873,0.6782858,4.4,17.420924666307858
NEBRASKA SETTLER,10.0,14.394045,-713.2429,2.9670079,0.48076278,7.7,17.078772725687102
OKLAHOMA,11.0,11.5215435,-588.9665,2.5228992,0.25715208,7.7,15.737999929794523
OKLAHOMA,6.0,13.566034,-351.24805,2.799616,0.3323879,7.7,15.737999929794523
NEBRASKA OVERLAND,11.0,22.77818,-414.23868,3.0449543,0.70866686,4.4,17.420924666307858
OKLAHOMA,9.0,18.313997,-532.73376,2.9008305,0.504778,6.5,15.737999929794523
OKLAHOMA,7.0,14.244724,-426.66766,2.749319,0.3345351,7.7,15.737999929794523
NEBRASKA SETTLER,8.0,21.260382,-409.01236,3.8180017,0.9110198,4.4,17.078772725687102
NEBRASKA OVERLAND,5.0,21.811876,-245.39035,3.6046348,0.7570891,4.4,17.420924666307858
NEBRASKA OVERLAND,6.0,20.974855,-272.3438,3.5797212,0.7809908,4.4,17.420924666307858
OKLAHOMA,16.0,11.772924,-912.90405,2.528892,0.26778683,7.7,15.737999929794523
OKLAHOMA,14.0,10.369361,-943.1247,2.5248604,0.23303877,8.9,15.737999929794523
NEBRASKA SETTLER,9.0,12.069193,-706.2924,2.897265,0.37619144,8.9,17.078772725687102
OKLAHOMA,16.0,11.8069515,-904.1819,2.521592,0.25387168,7.7,15.737999929794523
OKLAHOMA,13.0,10.419629,-869.1846,2.4980435,0.23467056,8.9,15.737999929794523
NEBRASKA SETTLER,5.0,21.1151,-247.15105,3.4997563,0.6532269,4.4,17.078772725687102
NEBRASKA OVERLAND,12.0,15.96182,-755.5417,2.825752,0.47165307,7.7,17.420924666307858
NEBRASKA SETTLER,6.0,13.146911,-498.19583,2.8963516,0.37782687,8.9,17.078772725687102
NEBRASKA SETTLER,8.0,17.537956,-627.3466,3.3875325,0.6620104,7.7,17.078772725687102
KANSAS,12.0,14.692522,-648.8225,2.5315936,0.32386902,7.7,16.21301534650456
OKLAHOMA,12.0,23.512648,-489.69058,2.930693,0.67749596,4.4,15.737999929794523
OKLAHOMA,5.0,15.351693,-327.82297,2.7547145,0.38142967,7.7,15.737999929794523
NEBRASKA SETTLER,7.0,15.687925,-530.3215,3.262476,0.57263446,7.7,17.078772725687102
NEBRASKA SETTLER,14.0,17.183167,-938.94476,3.1155982,0.6356621,7.7,17.078772725687102
NEBRASKA SETTLER,10.0,20.928684,-371.75702,3.1379714,0.6892154,4.4,17.078772725687102
NEBRASKA SETTLER,6.0,15.582872,-495.75058,3.4696326,0.63341266,7.7,17.078772725687102
NEBRASKA SETTLER,6.0,21.08604,-260.0889,3.8076043,0.8637432,4.4,17.078772725687102
NEBRASKA SETTLER,6.0,15.461262,-477.80716,3.3251846,0.5941703,7.7,17.078772725687102
NEBRASKA OVERLAND,7.0,17.810818,-517.1773,3.0325978,0.58120006,7.7,17.420924666307858
NEBRASKA OVERLAND,17.0,15.014972,-934.6751,2.5376613,0.33583742,7.7,17.420924666307858
OKLAHOMA,13.0,11.170252,-723.39,2.4918106,0.23945996,7.7,15.737999929794523
NEBRASKA SETTLER,15.0,10.40689,-974.7409,2.4320512,0.23326705,8.9,17.078772725687102
OKLAHOMA,6.0,13.831592,-382.5234,2.6264384,0.29118678,7.7,15.737999929794523
NEBRASKA OVERLAND,5.0,21.214249,-246.9158,3.5076482,0.69581383,4.4,17.420924666307858
NEBRASKA SETTLER,15.0,20.881224,-753.7141,3.4897115,0.8748262,4.4,17.078772725687102
OKLAHOMA,9.0,18.725693,-561.97534,3.0889738,0.59282184,6.5,15.737999929794523
NEBRASKA OVERLAND,7.0,21.52563,-265.48047,3.102382,0.5500478,4.4,17.420924666307858
NEBRASKA SETTLER,12.0,16.934515,-792.1988,3.0621626,0.565963,7.7,17.078772725687102
OKLAHOMA,7.0,14.574485,-432.33728,2.6408048,0.31978077,7.7,15.737999929794523
NEBRASKA OVERLAND,10.0,14.165343,-596.55634,2.7354867,0.41089198,7.7,17.420924666307858
KANSAS,10.0,12.417439,-671.40985,2.6442764,0.3255804,8.9,16.21301534650456
KANSAS,13.0,13.983375,-732.4117,2.6030955,0.3444408,7.7,16.21301534650456
KANSAS,11.0,17.923496,-605.51013,2.892044,0.56825477,6.5,16.21301534650456
NEBRASKA SETTLER,9.0,16.956966,-609.6157,3.0547817,0.5486613,7.7,17.078772725687102
NEBRASKA OVERLAND,8.0,19.160576,-434.65985,2.895835,0.569834,6.5,17.420924666307858
OKLAHOMA,6.0,13.148467,-329.05173,2.6344037,0.2830519,7.7,15.737999929794523
OKLAHOMA,7.0,14.938362,-454.2889,2.8230429,0.39385778,7.7,15.737999929794523
KANSAS,6.0,15.157487,-338.7258,2.525151,0.306142,7.7,16.21301534650456
NEBRASKA SETTLER,6.0,15.786187,-416.90247,3.0270488,0.49669492,7.7,17.078772725687102
OKLAHOMA,7.0,24.222282,-331.91284,3.7341816,0.86086583,4.4,15.737999929794523
KANSAS,6.0,14.480949,-392.15924,2.8095145,0.39386207,7.7,16.21301534650456
NEBRASKA SETTLER,12.0,11.43574,-810.6146,2.6578026,0.29744953,8.9,17.078772725687102
NEBRASKA SETTLER,12.0,15.19937,-786.6626,2.876789,0.45940986,7.7,17.078772725687102
NEBRASKA OVERLAND,15.0,14.261657,-861.6553,2.6366384,0.37538353,7.7,17.420924666307858
OKLAHOMA,7.0,14.626737,-404.04575,2.6956842,0.3330583,7.7,15.737999929794523
NEBRASKA OVERLAND,14.0,15.187487,-824.2665,2.6417499,0.4126104,7.7,17.420924666307858
OKLAHOMA,8.0,12.766236,-502.1331,2.6969259,0.29299366,7.7,15.737999929794523
OKLAHOMA,5.0,11.844339,-312.36823,2.6824183,0.27491283,7.7,15.737999929794523
NEBRASKA OVERLAND,13.0,15.570848,-872.356,2.8507328,0.46721467,7.7,17.420924666307858
NEBRASKA SETTLER,13.0,15.601539,-786.99286,2.6732893,0.37937936,7.7,17.078772725687102
KANSAS,16.0,15.964571,-868.1656,2.6272833,0.40594372,7.7,16.21301534650456
NEBRASKA OVERLAND,10.0,12.399638,-638.8415,2.620766,0.3174537,8.9,17.420924666307858
NEBRASKA SETTLER,9.0,21.822973,-551.5153,3.9277666,0.9627096,4.4,17.078772725687102
OKLAHOMA,11.0,14.154602,-656.3735,2.6011348,0.30391976,7.7,15.737999929794523
NEBRASKA OVERLAND,6.0,16.45761,-353.4772,2.7917054,0.4322471,7.7,17.420924666307858
OKLAHOMA,9.0,17.989464,-484.06256,2.709764,0.42634398,6.5,15.737999929794523
OKLAHOMA,17.0,14.512143,-950.40283,2.5752778,0.32478786,7.7,15.737999929794523
NEBRASKA OVERLAND,9.0,19.183115,-542.0652,3.3733652,0.75878984,6.5,17.420924666307858
KANSAS,10.0,17.558758,-543.2509,2.698021,0.45104152,6.5,16.21301534650456
OKLAHOMA,8.0,14.151155,-512.1829,2.6759672,0.3341921,7.7,15.737999929794523
KANSAS,12.0,19.922022,-499.81546,3.0831823,0.7065077,4.4,16.21301534650456
NEBRASKA SETTLER,15.0,15.146621,-919.1403,2.772268,0.4205674,7.7,17.078772725687102
NEBRASKA OVERLAND,9.0,19.07945,-649.6106,3.0352125,0.6211833,7.7,17.420924666307858
OKLAHOMA,6.0,22.45453,-251.98012,3.3904092,0.6302322,4.4,15.737999929794523
OKLAHOMA,11.0,13.280205,-670.103,2.612061,0.29106945,7.7,15.737999929794523
NEBRASKA OVERLAND,6.0,21.21808,-260.36722,3.491956,0.73241687,4.4,17.420924666307858
NEBRASKA OVERLAND,7.0,21.637234,-287.11038,3.0782692,0.63951993,4.4,17.420924666307858
NEBRASKA OVERLAND,8.0,21.620504,-304.5969,3.303513,0.7438169,4.4,17.420924666307858
OKLAHOMA,13.0,23.247042,-452.63757,2.8389676,0.638264,4.4,15.737999929794523
OKLAHOMA,7.0,14.714653,-402.85355,2.6474764,0.31014132,7.7,15.737999929794523
KANSAS,16.0,14.058576,-890.26306,2.6250172,0.36915427,7.7,16.21301534650456
NEBRASKA SETTLER,9.0,17.365398,-673.0968,3.1132534,0.5761845,7.7,17.078772725687102
OKLAHOMA,16.0,11.275719,-890.345,2.5435152,0.2594067,7.7,15.737999929794523
NEBRASKA OVERLAND,9.0,18.371815,-530.04205,3.0729377,0.6335577,6.5,17.420924666307858
NEBRASKA SETTLER,9.0,14.914994,-620.1433,2.950016,0.47053865,8.9,17.078772725687102
KANSAS,8.0,13.256085,-559.32574,2.6885412,0.3344023,8.9,16.21301534650456
NEBRASKA SETTLER,5.0,16.07925,-311.1665,3.151852,0.53402495,7.7,17.078772725687102
NEBRASKA OVERLAND,16.0,20.518524,-729.5109,2.7029138,0.5605922,4.4,17.420924666307858
NEBRASKA SETTLER,6.0,11.816494,-420.658,2.6371887,0.2886024,8.9,17.078772725687102
NEBRASKA SETTLER,16.0,14.946961,-926.67773,2.7197688,0.41119307,7.7,17.078772725687102
NEBRASKA SETTLER,17.0,16.29792,-1022.1225,2.8364925,0.5133183,7.7,17.078772725687102
NEBRASKA SETTLER,6.0,16.227703,-397.0347,3.2066116,0.5639399,7.7,17.078772725687102
KANSAS,16.0,13.57094,-910.77466,2.627146,0.3298773,7.7,16.21301534650456
KANSAS,6.0,15.154924,-337.00684,2.6491773,0.34155375,7.7,16.21301534650456
NEBRASKA OVERLAND,10.0,18.082468,-710.6367,2.919791,0.5471338,7.7,17.420924666307858
OKLAHOMA,9.0,23.562222,-336.95078,2.9328046,0.6178276,4.4,15.737999929794523
OKLAHOMA,6.0,12.244739,-408.73355,2.7414298,0.30912247,7.7,15.737999929794523
OKLAHOMA,8.0,11.759942,-468.33044,2.55004,0.250673,7.7,15.737999929794523
KANSAS,11.0,15.102091,-634.19147,2.5620744,0.34727162,7.7,16.21301534650456
OKLAHOMA,6.0,21.876408,-260.38718,3.470813,0.6556221,4.4,15.737999929794523
NEBRASKA OVERLAND,10.0,12.814361,-679.7291,2.7444878,0.35248634,7.7,17.420924666307858
KANSAS,5.0,15.655466,-331.63657,3.0025742,0.4967364,7.7,16.21301534650456
NEBRASKA SETTLER,11.0,18.876608,-717.5306,3.4282799,0.79134196,6.5,17.078772725687102
OKLAHOMA,13.0,13.40851,-738.51636,2.6219795,0.30898905,7.7,15.737999929794523
OKLAHOMA,14.0,12.4392805,-771.5163,2.6033685,0.30625793,7.7,15.737999929794523
NEBRASKA OVERLAND,7.0,21.37299,-289.4105,3.163589,0.6432509,4.4,17.420924666307858
NEBRASKA SETTLER,8.0,21.025223,-446.62598,3.883757,0.9304524,4.4,17.078772725687102
KANSAS,6.0,13.968184,-395.82608,2.8461807,0.404185,7.7,16.21301534650456
NEBRASKA SETTLER,6.0,17.148542,-516.33105,3.3941894,0.6451782,7.7,17.078772725687102
NEBRASKA SETTLER,5.0,15.764712,-383.73553,3.1953232,0.54245496,7.7,17.078772725687102
KANSAS,7.0,18.13478,-434.7772,2.918556,0.525355,7.7,16.21301534650456
NEBRASKA OVERLAND,13.0,18.531862,-686.17236,2.7512999,0.5645515,6.5,17.420924666307858
KANSAS,7.0,17.31635,-483.18475,3.0507905,0.53964216,7.7,16.21301534650456
KANSAS,8.0,15.880212,-527.5341,2.8158562,0.4570302,7.7,16.21301534650456
NEBRASKA OVERLAND,9.0,13.00543,-598.3935,2.6936748,0.34571612,8.9,17.420924666307858
NEBRASKA SETTLER,12.0,16.550562,-811.0229,2.9142518,0.49413452,7.7,17.078772725687102
KANSAS,15.0,13.480679,-825.8025,2.5706613,0.31323212,7.7,16.21301534650456
NEBRASKA OVERLAND,17.0,18.562414,-829.7679,2.6876762,0.52912694,7.7,17.420924666307858
KANSAS,6.0,16.551296,-392.6664,3.0378082,0.5199675,7.7,16.21301534650456
OKLAHOMA,15.0,22.4055,-651.2788,2.9465506,0.6828284,4.4,15.737999929794523
OKLAHOMA,14.0,11.544617,-773.9415,2.553124,0.26088563,7.7,15.737999929794523
NEBRASKA SETTLER,13.0,14.75301,-804.7749,2.7443402,0.39189652,7.7,17.078772725687102
OKLAHOMA,16.0,15.613875,-873.0116,2.6756876,0.41758707,7.7,15.737999929794523
KANSAS,16.0,20.493187,-746.65076,2.6799026,0.5428722,4.4,16.21301534650456
NEBRASKA OVERLAND,13.0,16.192966,-804.86115,2.8183243,0.4725817,7.7,17.420924666307858
NEBRASKA SETTLER,7.0,21.15304,-299.93893,3.3594825,0.7273685,4.4,17.078772725687102
NEBRASKA SETTLER,11.0,16.060429,-710.0435,2.8620582,0.47460666,7.7,17.078772725687102
NEBRASKA SETTLER,7.0,13.237312,-516.56525,3.1477096,0.47213396,8.9,17.078772725687102
KANSAS,5.0,15.434686,-290.83557,2.8860495,0.43510604,7.7,16.21301534650456
KANSAS,5.0,14.922541,-319.92676,2.8463843,0.438787,7.7,16.21301534650456
NEBRASKA OVERLAND,17.0,19.180784,-743.1748,2.5887566,0.4801277,4.4,17.420924666307858
KANSAS,16.0,20.691793,-557.6898,2.6246922,0.5468967,4.4,16.21301534650456
KANSAS,14.0,15.335564,-831.92194,2.7427824,0.39987692,7.7,16.21301534650456
NEBRASKA OVERLAND,7.0,21.431747,-305.48596,3.2809677,0.7140159,4.4,17.420924666307858
NEBRASKA OVERLAND,8.0,15.649865,-539.3767,2.9034605,0.49055055,7.7,17.420924666307858
NEBRASKA SETTLER,9.0,17.006678,-649.407,3.0892732,0.5674609,7.7,17.078772725687102
KANSAS,9.0,16.429876,-522.37823,2.8207145,0.4696668,6.5,16.21301534650456
KANSAS,17.0,17.547096,-799.12897,2.6408472,0.4731641,7.7,16.21301534650456
KANSAS,11.0,15.673958,-645.8955,2.769948,0.45616525,7.7,16.21301534650456
NEBRASKA SETTLER,8.0,13.767003,-586.2821,3.0990314,0.48700267,7.7,17.078772725687102
NEBRASKA SETTLER,11.0,19.006695,-702.2252,3.3411648,0.7701327,6.5,17.078772725687102
OKLAHOMA,9.0,22.054333,-434.50986,3.5521054,0.80518746,4.4,15.737999929794523
NEBRASKA OVERLAND,7.0,15.560419,-563.1572,3.1332777,0.5400477,7.7,17.420924666307858
KANSAS,14.0,15.629067,-788.601,2.5809865,0.37162003,7.7,16.21301534650456
NEBRASKA SETTLER,13.0,20.643618,-469.36166,2.930965,0.6528121,4.4,17.078772725687102
KANSAS,6.0,15.8861475,-373.0418,2.6133993,0.3423108,7.7,16.21301534650456
NEBRASKA OVERLAND,12.0,21.3966,-391.72754,2.7455323,0.5824116,4.4,17.420924666307858
KANSAS,9.0,17.100735,-612.4474,2.857655,0.48128706,7.7,16.21301534650456
NEBRASKA OVERLAND,6.0,14.669393,-449.91467,2.8398929,0.42791653,7.7,17.420924666307858
OKLAHOMA,16.0,13.584912,-937.688,2.598173,0.32887378,7.7,15.737999929794523
OKLAHOMA,6.0,15.397605,-325.82632,2.6442716,0.33235237,7.7,15.737999929794523
KANSAS,11.0,19.675867,-404.46448,3.0282452,0.6104482,4.4,16.21301534650456
NEBRASKA SETTLER,10.0,19.156599,-736.67773,3.2738883,0.6944923,7.7,17.078772725687102
OKLAHOMA,6.0,24.198635,-282.0363,3.4553216,0.7319103,4.4,15.737999929794523
NEBRASKA SETTLER,9.0,20.485178,-352.07803,3.1130953,0.6424082,4.4,17.078772725687102
NEBRASKA OVERLAND,6.0,21.81882,-278.92654,3.7602298,0.85089463,4.4,17.420924666307858
OKLAHOMA,6.0,19.908136,-445.23746,3.5895698,0.7047646,6.5,15.737999929794523
OKLAHOMA,8.0,13.274543,-518.7366,2.6575968,0.2960049,7.7,15.737999929794523
NEBRASKA OVERLAND,14.0,19.182333,-848.99744,3.1847448,0.7385842,6.5,17.420924666307858
NEBRASKA SETTLER,8.0,21.082272,-396.75943,3.8051827,0.90379554,4.4,17.078772725687102
NEBRASKA SETTLER,9.0,16.709345,-663.87573,3.0575516,0.54551756,7.7,17.078772725687102
OKLAHOMA,13.0,12.158657,-716.7148,2.528398,0.25389683,7.7,15.737999929794523
OKLAHOMA,12.0,11.612685,-828.48627,2.7245102,0.28871217,8.9,15.737999929794523
OKLAHOMA,9.0,23.06203,-364.24945,3.181631,0.6828637,4.4,15.737999929794523
KANSAS,10.0,19.620918,-396.6591,3.091552,0.6228625,4.4,16.21301534650456
NEBRASKA OVERLAND,16.0,16.211536,-937.7802,2.6910262,0.47447288,7.7,17.420924666307858
OKLAHOMA,16.0,12.660454,-907.00354,2.57325,0.29969004,7.7,15.737999929794523
KANSAS,7.0,16.435215,-455.94974,2.989502,0.5107693,7.7,16.21301534650456
KANSAS,15.0,16.121714,-886.7473,2.7760003,0.48993534,7.7,16.21301534650456
NEBRASKA OVERLAND,6.0,16.160948,-442.32846,2.9422553,0.48783037,7.7,17.420924666307858
NEBRASKA OVERLAND,8.0,11.518753,-597.4923,2.7027051,0.2986652,8.9,17.420924666307858
OKLAHOMA,7.0,13.422628,-392.68964,2.5715294,0.26866844,7.7,15.737999929794523
NEBRASKA OVERLAND,9.0,21.027168,-340.0417,3.1508694,0.67617595,4.4,17.420924666307858
OKLAHOMA,5.0,10.962805,-316.77838,2.604124,0.24455763,7.7,15.737999929794523
NEBRASKA SETTLER,7.0,17.537453,-476.43103,2.9966035,0.52403426,7.7,17.078772725687102
KANSAS,16.0,13.911567,-868.50287,2.6188254,0.35745546,7.7,16.21301534650456
NEBRASKA SETTLER,7.0,18.021732,-460.2263,3.0433407,0.55170906,7.7,17.078772725687102
OKLAHOMA,14.0,11.501535,-801.3541,2.584844,0.2810379,7.7,15.737999929794523
NEBRASKA OVERLAND,10.0,15.097416,-626.67316,2.8836691,0.47056872,7.7,17.420924666307858
NEBRASKA OVERLAND,9.0,18.50921,-562.68915,3.367053,0.74140596,6.5,17.420924666307858
OKLAHOMA,15.0,11.47562,-803.11304,2.5240939,0.24778129,7.7,15.737999929794523
NEBRASKA SETTLER,15.0,10.658941,-985.16656,2.5300882,0.2579357,8.9,17.078772725687102
NEBRASKA SETTLER,14.0,21.35593,-626.545,3.2649798,0.8332409,4.4,17.078772725687102
OKLAHOMA,11.0,11.092642,-636.3084,2.5493205,0.2514066,7.7,15.737999929794523
NEBRASKA SETTLER,9.0,21.225456,-432.34116,3.7017875,0.89723474,4.4,17.078772725687102
KANSAS,7.0,20.011843,-262.34735,3.0406787,0.50933886,4.4,16.21301534650456
KANSAS,8.0,12.94646,-488.0897,2.735453,0.35062826,7.7,16.21301534650456
OKLAHOMA,12.0,13.035506,-726.30255,2.6879056,0.3367394,7.7,15.737999929794523
OKLAHOMA,9.0,11.863992,-528.86835,2.6587327,0.28027794,7.7,15.737999929794523
OKLAHOMA,10.0,22.155628,-593.30835,3.3422985,0.7067562,6.5,15.737999929794523
OKLAHOMA,17.0,14.25314,-938.7515,2.593985,0.32336926,7.7,15.737999929794523
NEBRASKA SETTLER,11.0,19.103163,-782.3381,3.6414504,0.85977113,6.5,17.078772725687102
KANSAS,7.0,16.14279,-451.11563,2.9510021,0.48561168,7.7,16.21301534650456
KANSAS,10.0,13.61559,-577.7773,2.6353436,0.34452146,7.7,16.21301534650456
OKLAHOMA,6.0,24.19713,-272.80466,3.8700926,0.8890255,4.4,15.737999929794523
NEBRASKA SETTLER,7.0,15.454475,-534.3614,3.2210093,0.55062544,7.7,17.078772725687102
OKLAHOMA,6.0,15.895965,-364.0706,2.6852818,0.3570108,7.7,15.737999929794523
KANSAS,5.0,19.61376,-246.10995,3.4880207,0.6185649,4.4,16.21301534650456
NEBRASKA SETTLER,7.0,21.267305,-293.8722,3.2164166,0.6562468,4.4,17.078772725687102
NEBRASKA OVERLAND,13.0,15.215691,-831.3679,2.7613952,0.41937023,7.7,17.420924666307858
KANSAS,5.0,19.459576,-244.89542,3.5067916,0.6243496,4.4,16.21301534650456
OKLAHOMA,9.0,11.257301,-504.61807,2.5627704,0.251387,7.7,15.737999929794523
NEBRASKA SETTLER,15.0,15.149404,-887.1196,2.7527547,0.39619943,7.7,17.078772725687102
KANSAS,5.0,20.292206,-242.75108,3.657395,0.7085606,4.4,16.21301534650456
NEBRASKA OVERLAND,10.0,21.804222,-453.1905,3.3149428,0.7543749,4.4,17.420924666307858
OKLAHOMA,11.0,18.885221,-624.53845,3.0313587,0.58981127,6.5,15.737999929794523
NEBRASKA OVERLAND,12.0,17.257662,-778.838,2.8635294,0.51383823,7.7,17.420924666307858
NEBRASKA SETTLER,15.0,14.815993,-889.44604,2.6626382,0.3978341,7.7,17.078772725687102
NEBRASKA SETTLER,7.0,14.5494995,-513.54266,3.095107,0.48489407,7.7,17.078772725687102
OKLAHOMA,11.0,20.502361,-598.7328,3.10063,0.62521625,6.5,15.737999929794523
NEBRASKA OVERLAND,15.0,20.96528,-597.2369,2.8036885,0.67137676,4.4,17.420924666307858
KANSAS,14.0,14.915367,-733.71533,2.5814173,0.37455428,6.5,16.21301534650456
NEBRASKA SETTLER,14.0,16.185347,-913.48944,2.9220417,0.48550808,7.7,17.078772725687102
NEBRASKA OVERLAND,8.0,11.67823,-532.86774,2.604215,0.284732,8.9,17.420924666307858
NEBRASKA SETTLER,7.0,17.52693,-513.7817,3.249958,0.6251473,7.7,17.078772725687102
OKLAHOMA,7.0,11.901143,-441.93466,2.7707162,0.3027004,7.7,15.737999929794523
KANSAS,10.0,15.660757,-608.45844,2.8084877,0.4508409,7.7,16.21301534650456
OKLAHOMA,10.0,20.736008,-628.4431,3.2422686,0.6551541,6.5,15.737999929794523
OKLAHOMA,6.0,14.535047,-396.71912,2.7637384,0.35212147,7.7,15.737999929794523
NEBRASKA SETTLER,7.0,12.729456,-510.04874,2.8789554,0.3746592,8.9,17.078772725687102
OKLAHOMA,15.0,13.968225,-797.8706,2.6811748,0.3616993,6.5,15.737999929794523
NEBRASKA SETTLER,10.0,18.643635,-652.35986,3.3809936,0.7599272,6.5,17.078772725687102
KANSAS,8.0,20.077316,-344.48193,3.4896169,0.7765417,4.4,16.21301534650456
KANSAS,10.0,20.662315,-361.30353,2.978561,0.62141794,4.4,16.21301534650456
KANSAS,7.0,13.042652,-474.22955,2.7828026,0.35182774,7.7,16.21301534650456
KANSAS,6.0,17.814137,-393.24246,3.338453,0.7057685,6.5,16.21301534650456
KANSAS,7.0,19.748634,-282.1861,3.3431435,0.6490124,4.4,16.21301534650456
OKLAHOMA,10.0,13.51898,-592.37463,2.5745604,0.29193974,7.7,15.737999929794523
KANSAS,5.0,16.29562,-341.8802,2.9554,0.50019324,7.7,16.21301534650456
NEBRASKA SETTLER,17.0,16.463144,-1021.8158,2.8348277,0.5131659,7.7,17.078772725687102
NEBRASKA OVERLAND,11.0,18.497633,-626.45557,2.9585342,0.61340296,6.5,17.420924666307858
NEBRASKA SETTLER,17.0,17.844145,-1016.8767,2.9763541,0.62020123,7.7,17.078772725687102
NEBRASKA OVERLAND,8.0,18.304392,-605.7485,3.1329603,0.61223286,7.7,17.420924666307858
NEBRASKA OVERLAND,9.0,16.18211,-672.12854,3.282072,0.62183166,7.7,17.420924666307858
NEBRASKA OVERLAND,12.0,21.30303,-489.98135,3.0287013,0.71073616,4.4,17.420924666307858
OKLAHOMA,16.0,13.413593,-900.1782,2.560941,0.31412446,7.7,15.737999929794523
KANSAS,8.0,18.693686,-423.22772,3.5376165,0.7674841,6.5,16.21301534650456
NEBRASKA OVERLAND,6.0,15.101949,-409.07193,2.915898,0.44042337,7.7,17.420924666307858
KANSAS,14.0,17.218565,-755.4336,2.7047231,0.49329004,6.5,16.21301534650456
NEBRASKA SETTLER,7.0,20.907936,-308.23843,3.50919,0.7645015,4.4,17.078772725687102
OKLAHOMA,10.0,10.458009,-605.2437,2.5514147,0.23059496,7.7,15.737999929794523
NEBRASKA OVERLAND,13.0,17.119104,-798.49304,2.9568474,0.5560755,7.7,17.420924666307858
KANSAS,12.0,12.152107,-734.37964,2.5721757,0.29063314,8.9,16.21301534650456
NEBRASKA OVERLAND,12.0,22.098898,-411.29852,2.7456617,0.607263,4.4,17.420924666307858
NEBRASKA OVERLAND,12.0,21.478823,-466.10352,3.1634302,0.78042984,4.4,17.420924666307858
OKLAHOMA,7.0,11.505819,-481.32147,2.7593954,0.28585324,7.7,15.737999929794523
NEBRASKA OVERLAND,10.0,13.096248,-671.31323,2.660864,0.33743507,8.9,17.420924666307858
NEBRASKA OVERLAND,7.0,18.87761,-389.96545,3.1147902,0.6393984,6.5,17.420924666307858
NEBRASKA SETTLER,8.0,18.714731,-559.20715,3.6971958,0.8393623,6.5,17.078772725687102
OKLAHOMA,7.0,11.0182495,-527.0756,2.7551153,0.26999244,8.9,15.737999929794523
NEBRASKA SETTLER,7.0,16.67938,-535.1932,3.2224438,0.6048931,7.7,17.078772725687102
NEBRASKA SETTLER,12.0,16.019533,-811.71204,3.0844617,0.52622205,7.7,17.078772725687102
NEBRASKA SETTLER,11.0,12.472751,-784.4885,2.8507843,0.37125412,8.9,17.078772725687102
KANSAS,8.0,13.430296,-513.89417,2.6354387,0.32946846,7.7,16.21301534650456
KANSAS,9.0,15.496624,-558.8459,2.5976465,0.34696662,7.7,16.21301534650456
NEBRASKA SETTLER,6.0,15.556322,-469.03125,3.117235,0.5205064,7.7,17.078772725687102
NEBRASKA SETTLER,15.0,17.853645,-907.974,3.1118972,0.67880857,6.5,17.078772725687102
OKLAHOMA,6.0,12.253172,-385.96228,2.6150596,0.2857741,7.7,15.737999929794523
NEBRASKA SETTLER,12.0,18.649061,-759.41895,3.549192,0.83128434,6.5,17.078772725687102
KANSAS,12.0,14.585724,-689.5378,2.662612,0.37254435,7.7,16.21301534650456
OKLAHOMA,8.0,11.898783,-496.94675,2.6329248,0.27344128,7.7,15.737999929794523
NEBRASKA SETTLER,16.0,14.254231,-918.83105,2.6503036,0.36729264,7.7,17.078772725687102
